appln_id;npl_biblio;ipc_class_symbol;appln_abstract;appln_auth;nb_applicants;nb_inventors;appln_nr_original;npl_issn
419288756;"WANG C., LU C., SHIAO M., SHIEU F.: 'Microstructural evolution of AlN coatings synthesized by unbalanced magnetron sputtering', JOURNAL OF VACUUM SCIENCE AND TECHNOLOGY: PART A., AVS /AIP, MELVILLE, NY., US, vol. 23, no. 4, 7 June 2005 (2005-06-07), MELVILLE, NY., US, pages 621 - 627, XP012074062, ISSN: 0734-2101, DOI: 10.1116/1.1927532";"C30B  29/40";"The invention relates to a method for depositing a piezoelectric film containing AIN on a substrate (2) by means of magnetron sputtering of at least two targets (4; 5) - of which at least one target (4; 5) contains aluminum - within a vacuum chamber (1), into which a mixture of gases containing at least the reactive gas nitrogen and an inert gas is introduced, and during which magnetron sputtering the unipolar pulse mode and the bipolar pulse mode are alternately used. The invention also relates to a film containing AIN of formula AlXNYOZ, where (0.1 ≤ X ≤ 1.2); (0.1 ≤ Y ≤ 1.2) and (0.001 ≤ Z ≤ 0.1)";"WO";2;4;"EP2014/063225";"0734-2101"
419288756;"ZUKAUSKAITE AGNE; WINGQVIST GUNILLA; PALISAITIS JUSTINAS; JENSEN JENS; PERSSON PER O. �.; MATLOUB RAMIN; MURALT PAUL; KIM YUNSEOK;: 'Microstructure and dielectric properties of piezoelectric magnetron sputtered w-ScAlN thin films', JOURNAL OF APPLIED PHYSICS, AMERICAN INSTITUTE OF PHYSICS, US, vol. 111, no. 9, 1 May 2012 (2012-05-01), US, pages 93527 - 093527-7, XP012159657, ISSN: 0021-8979, DOI: 10.1063/1.4714220";"C30B  25/06";"The invention relates to a method for depositing a piezoelectric film containing AIN on a substrate (2) by means of magnetron sputtering of at least two targets (4; 5) - of which at least one target (4; 5) contains aluminum - within a vacuum chamber (1), into which a mixture of gases containing at least the reactive gas nitrogen and an inert gas is introduced, and during which magnetron sputtering the unipolar pulse mode and the bipolar pulse mode are alternately used. The invention also relates to a film containing AIN of formula AlXNYOZ, where (0.1 ≤ X ≤ 1.2); (0.1 ≤ Y ≤ 1.2) and (0.001 ≤ Z ≤ 0.1)";"WO";2;4;"EP2014/063225";"0021-8979"
419288756;"SUSAN WALTER, THOMAS HERZOG, HENNING HEUER, HAGEN BARTZSCH, DANIEL GLOESS: 'Smart ultrasonic sensors systems: potential of aluminum nitride thin films for the excitation of the ultrasound at high frequencies', MICROSYSTEM TECHNOLOGIES, SPRINGER-VERLAG, vol. 18, no. 7-8, 1 August 2012 (2012-08-01), pages 1193 - 1199, XP055136305, ISSN: 09467076, DOI: 10.1007/s00542-012-1478-0";"C30B  29/40";"The invention relates to a method for depositing a piezoelectric film containing AIN on a substrate (2) by means of magnetron sputtering of at least two targets (4; 5) - of which at least one target (4; 5) contains aluminum - within a vacuum chamber (1), into which a mixture of gases containing at least the reactive gas nitrogen and an inert gas is introduced, and during which magnetron sputtering the unipolar pulse mode and the bipolar pulse mode are alternately used. The invention also relates to a film containing AIN of formula AlXNYOZ, where (0.1 ≤ X ≤ 1.2); (0.1 ≤ Y ≤ 1.2) and (0.001 ≤ Z ≤ 0.1)";"WO";2;4;"EP2014/063225";"09467076"
419288756;"ZUKAUSKAITE AGNE; WINGQVIST GUNILLA; PALISAITIS JUSTINAS; JENSEN JENS; PERSSON PER O. �.; MATLOUB RAMIN; MURALT PAUL; KIM YUNSEOK;: 'Microstructure and dielectric properties of piezoelectric magnetron sputtered w-ScAlN thin films', JOURNAL OF APPLIED PHYSICS, AMERICAN INSTITUTE OF PHYSICS, US, vol. 111, no. 9, 1 May 2012 (2012-05-01), US, pages 93527 - 093527-7, XP012159657, ISSN: 0021-8979, DOI: 10.1063/1.4714220";"C30B  29/40";"The invention relates to a method for depositing a piezoelectric film containing AIN on a substrate (2) by means of magnetron sputtering of at least two targets (4; 5) - of which at least one target (4; 5) contains aluminum - within a vacuum chamber (1), into which a mixture of gases containing at least the reactive gas nitrogen and an inert gas is introduced, and during which magnetron sputtering the unipolar pulse mode and the bipolar pulse mode are alternately used. The invention also relates to a film containing AIN of formula AlXNYOZ, where (0.1 ≤ X ≤ 1.2); (0.1 ≤ Y ≤ 1.2) and (0.001 ≤ Z ≤ 0.1)";"WO";2;4;"EP2014/063225";"0021-8979"
419288756;"DENG RUOPENG; EVANS SARAH R.; GALL DANIEL: 'Bandgap in AlScN', APPLIED PHYSICS LETTERS, A I P PUBLISHING LLC, US, vol. 102, no. 11, 18 March 2013 (2013-03-18), US, pages 112103 - 112103-5, XP012171541, ISSN: 0003-6951, DOI: 10.1063/1.4795784";"C30B  25/06";"The invention relates to a method for depositing a piezoelectric film containing AIN on a substrate (2) by means of magnetron sputtering of at least two targets (4; 5) - of which at least one target (4; 5) contains aluminum - within a vacuum chamber (1), into which a mixture of gases containing at least the reactive gas nitrogen and an inert gas is introduced, and during which magnetron sputtering the unipolar pulse mode and the bipolar pulse mode are alternately used. The invention also relates to a film containing AIN of formula AlXNYOZ, where (0.1 ≤ X ≤ 1.2); (0.1 ≤ Y ≤ 1.2) and (0.001 ≤ Z ≤ 0.1)";"WO";2;4;"EP2014/063225";"0003-6951"
419288756;"WANG C., LU C., SHIAO M., SHIEU F.: 'Microstructural evolution of AlN coatings synthesized by unbalanced magnetron sputtering', JOURNAL OF VACUUM SCIENCE AND TECHNOLOGY: PART A., AVS /AIP, MELVILLE, NY., US, vol. 23, no. 4, 7 June 2005 (2005-06-07), MELVILLE, NY., US, pages 621 - 627, XP012074062, ISSN: 0734-2101, DOI: 10.1116/1.1927532";"C30B  25/06";"The invention relates to a method for depositing a piezoelectric film containing AIN on a substrate (2) by means of magnetron sputtering of at least two targets (4; 5) - of which at least one target (4; 5) contains aluminum - within a vacuum chamber (1), into which a mixture of gases containing at least the reactive gas nitrogen and an inert gas is introduced, and during which magnetron sputtering the unipolar pulse mode and the bipolar pulse mode are alternately used. The invention also relates to a film containing AIN of formula AlXNYOZ, where (0.1 ≤ X ≤ 1.2); (0.1 ≤ Y ≤ 1.2) and (0.001 ≤ Z ≤ 0.1)";"WO";2;4;"EP2014/063225";"0734-2101"
419288756;"HÖGLUND CARINA; BAREÑO JAVIER; BIRCH JENS; ALLING BJÖRN; CZIGÁNY ZSOLT; HULTMAN LARS: 'Cubic Sc1−xAlxN solid solution thin films deposited by reactive magnetron sputter epitaxy onto ScN(111)', JOURNAL OF APPLIED PHYSICS, AMERICAN INSTITUTE OF PHYSICS, US, vol. 105, no. 11, 5 June 2009 (2009-06-05), US, pages 113517 - 113517-7, XP012125499, ISSN: 0021-8979, DOI: 10.1063/1.3132862";"C30B  29/40";"The invention relates to a method for depositing a piezoelectric film containing AIN on a substrate (2) by means of magnetron sputtering of at least two targets (4; 5) - of which at least one target (4; 5) contains aluminum - within a vacuum chamber (1), into which a mixture of gases containing at least the reactive gas nitrogen and an inert gas is introduced, and during which magnetron sputtering the unipolar pulse mode and the bipolar pulse mode are alternately used. The invention also relates to a film containing AIN of formula AlXNYOZ, where (0.1 ≤ X ≤ 1.2); (0.1 ≤ Y ≤ 1.2) and (0.001 ≤ Z ≤ 0.1)";"WO";2;4;"EP2014/063225";"0021-8979"
419288756;"DENG RUOPENG; EVANS SARAH R.; GALL DANIEL: 'Bandgap in AlScN', APPLIED PHYSICS LETTERS, A I P PUBLISHING LLC, US, vol. 102, no. 11, 18 March 2013 (2013-03-18), US, pages 112103 - 112103-5, XP012171541, ISSN: 0003-6951, DOI: 10.1063/1.4795784";"C30B  29/40";"The invention relates to a method for depositing a piezoelectric film containing AIN on a substrate (2) by means of magnetron sputtering of at least two targets (4; 5) - of which at least one target (4; 5) contains aluminum - within a vacuum chamber (1), into which a mixture of gases containing at least the reactive gas nitrogen and an inert gas is introduced, and during which magnetron sputtering the unipolar pulse mode and the bipolar pulse mode are alternately used. The invention also relates to a film containing AIN of formula AlXNYOZ, where (0.1 ≤ X ≤ 1.2); (0.1 ≤ Y ≤ 1.2) and (0.001 ≤ Z ≤ 0.1)";"WO";2;4;"EP2014/063225";"0003-6951"
419414802;"ETZKORN E V, CLARKE D R: 'CRACKING OF GAN FILMS', JOURNAL OF APPLIED PHYSICS, AMERICAN INSTITUTE OF PHYSICS, US, vol. 89, no. 02, 15 January 2001 (2001-01-15), US, pages 1025 - 1034, XP001011762, ISSN: 0021-8979, DOI: 10.1063/1.1330243";"C30B  29/40";"The present invention discloses methods to create higher quality group III-nitride wafers that then generate improvements in the crystalline properties of ingots produced by ammonothermal growth from an initial defective seed. By obtaining future seeds from carefully chosen regions of an ingot produced on a bowed seed crystal, future ingot crystalline properties can be improved. Specifically the future seeds are optimized if chosen from an area of relieved stress on a cracked ingot or from a carefully chosen N-polar compressed area. When the seeds are sliced out, miscut of 3-10° helps to improve structural quality of successive growth. Additionally a method is proposed to improve crystal quality by using the ammonothermal method to produce a series of ingots, each using a specifically oriented seed from the previous ingot. When employed, these methods enhance the quality of Group III nitride wafers and thus improve the efficiency of any subsequent device.";"US";1;3;"14192715";"0021-8979"
419414802;"ETZKORN E V, CLARKE D R: 'CRACKING OF GAN FILMS', JOURNAL OF APPLIED PHYSICS, AMERICAN INSTITUTE OF PHYSICS, US, vol. 89, no. 02, 15 January 2001 (2001-01-15), US, pages 1025 - 1034, XP001011762, ISSN: 0021-8979, DOI: 10.1063/1.1330243";"C30B   7/10";"The present invention discloses methods to create higher quality group III-nitride wafers that then generate improvements in the crystalline properties of ingots produced by ammonothermal growth from an initial defective seed. By obtaining future seeds from carefully chosen regions of an ingot produced on a bowed seed crystal, future ingot crystalline properties can be improved. Specifically the future seeds are optimized if chosen from an area of relieved stress on a cracked ingot or from a carefully chosen N-polar compressed area. When the seeds are sliced out, miscut of 3-10° helps to improve structural quality of successive growth. Additionally a method is proposed to improve crystal quality by using the ammonothermal method to produce a series of ingots, each using a specifically oriented seed from the previous ingot. When employed, these methods enhance the quality of Group III nitride wafers and thus improve the efficiency of any subsequent device.";"US";1;3;"14192715";"0021-8979"
419417013;"Skowronski M et al: 'Degradation of hexagonal silicon-carbide-based bipolar devices', Journal of Applied Physics, American Institute of Physics, US, vol. 99, No. 1, Jan. 13, 2006, pp. 011101-1-011101-24, XP012083153, ISSN: 0021-8979, DOI: 10.1063/1.2159578.";"C30B  29/36";"A method of manufacturing a SiC epitaxial wafer wherein a SiC epitaxial layer is provided on a SiC single crystal substrate having an off angle. The method includes determining a ratio of basal plane dislocations (BPD) which cause stacking faults in a SiC epitaxial film of a prescribed thickness, to basal plane dislocations which are present on a growth surface of the SiC single crystal substrate, determining an upper limit of surface density of basal plane dislocations, preparing a SiC single crystal substrate which has surface density equal to or less than the above upper limit, and forming a SiC epitaxial film on the SiC single crystal substrate under the same conditions as the growth conditions of the epitaxial film used in the step of determining the ratio.";"US";5;4;"14240662";"0021-8979"
419417013;"Hassan J et al: 'Characterization of the carrot defect in 4H-SiC epitaxial layers', Journal of Crystal Growth, Elsevier, Amsterdam, NL, vol. 312, No. 11, May 15, 2010, pp. 1828-1837, XP027030740, ISSN: 0022-0248 [retrieved on Jun. 3, 2010].";"C30B  25/18";"A method of manufacturing a SiC epitaxial wafer wherein a SiC epitaxial layer is provided on a SiC single crystal substrate having an off angle. The method includes determining a ratio of basal plane dislocations (BPD) which cause stacking faults in a SiC epitaxial film of a prescribed thickness, to basal plane dislocations which are present on a growth surface of the SiC single crystal substrate, determining an upper limit of surface density of basal plane dislocations, preparing a SiC single crystal substrate which has surface density equal to or less than the above upper limit, and forming a SiC epitaxial film on the SiC single crystal substrate under the same conditions as the growth conditions of the epitaxial film used in the step of determining the ratio.";"US";5;4;"14240662";"0022-0248"
419417013;"Skowronski M et al: 'Degradation of hexagonal silicon-carbide-based bipolar devices', Journal of Applied Physics, American Institute of Physics, US, vol. 99, No. 1, Jan. 13, 2006, pp. 011101-1-011101-24, XP012083153, ISSN: 0021-8979, DOI: 10.1063/1.2159578.";"C30B  25/20";"A method of manufacturing a SiC epitaxial wafer wherein a SiC epitaxial layer is provided on a SiC single crystal substrate having an off angle. The method includes determining a ratio of basal plane dislocations (BPD) which cause stacking faults in a SiC epitaxial film of a prescribed thickness, to basal plane dislocations which are present on a growth surface of the SiC single crystal substrate, determining an upper limit of surface density of basal plane dislocations, preparing a SiC single crystal substrate which has surface density equal to or less than the above upper limit, and forming a SiC epitaxial film on the SiC single crystal substrate under the same conditions as the growth conditions of the epitaxial film used in the step of determining the ratio.";"US";5;4;"14240662";"0021-8979"
419417013;"Hassan J et al: 'Characterization of the carrot defect in 4H-SiC epitaxial layers', Journal of Crystal Growth, Elsevier, Amsterdam, NL, vol. 312, No. 11, May 15, 2010, pp. 1828-1837, XP027030740, ISSN: 0022-0248 [retrieved on Jun. 3, 2010].";"C30B  25/20";"A method of manufacturing a SiC epitaxial wafer wherein a SiC epitaxial layer is provided on a SiC single crystal substrate having an off angle. The method includes determining a ratio of basal plane dislocations (BPD) which cause stacking faults in a SiC epitaxial film of a prescribed thickness, to basal plane dislocations which are present on a growth surface of the SiC single crystal substrate, determining an upper limit of surface density of basal plane dislocations, preparing a SiC single crystal substrate which has surface density equal to or less than the above upper limit, and forming a SiC epitaxial film on the SiC single crystal substrate under the same conditions as the growth conditions of the epitaxial film used in the step of determining the ratio.";"US";5;4;"14240662";"0022-0248"
419417013;"Hassan J et al: 'Characterization of the carrot defect in 4H-SiC epitaxial layers', Journal of Crystal Growth, Elsevier, Amsterdam, NL, vol. 312, No. 11, May 15, 2010, pp. 1828-1837, XP027030740, ISSN: 0022-0248 [retrieved on Jun. 3, 2010].";"C30B  29/36";"A method of manufacturing a SiC epitaxial wafer wherein a SiC epitaxial layer is provided on a SiC single crystal substrate having an off angle. The method includes determining a ratio of basal plane dislocations (BPD) which cause stacking faults in a SiC epitaxial film of a prescribed thickness, to basal plane dislocations which are present on a growth surface of the SiC single crystal substrate, determining an upper limit of surface density of basal plane dislocations, preparing a SiC single crystal substrate which has surface density equal to or less than the above upper limit, and forming a SiC epitaxial film on the SiC single crystal substrate under the same conditions as the growth conditions of the epitaxial film used in the step of determining the ratio.";"US";5;4;"14240662";"0022-0248"
419417013;"Skowronski M et al: 'Degradation of hexagonal silicon-carbide-based bipolar devices', Journal of Applied Physics, American Institute of Physics, US, vol. 99, No. 1, Jan. 13, 2006, pp. 011101-1-011101-24, XP012083153, ISSN: 0021-8979, DOI: 10.1063/1.2159578.";"C30B  25/18";"A method of manufacturing a SiC epitaxial wafer wherein a SiC epitaxial layer is provided on a SiC single crystal substrate having an off angle. The method includes determining a ratio of basal plane dislocations (BPD) which cause stacking faults in a SiC epitaxial film of a prescribed thickness, to basal plane dislocations which are present on a growth surface of the SiC single crystal substrate, determining an upper limit of surface density of basal plane dislocations, preparing a SiC single crystal substrate which has surface density equal to or less than the above upper limit, and forming a SiC epitaxial film on the SiC single crystal substrate under the same conditions as the growth conditions of the epitaxial film used in the step of determining the ratio.";"US";5;4;"14240662";"0021-8979"
419430507;"B KWIECINSKA ET AL: 'Graphite, semi-graphite, natural coke, and natural char classification-ICCP system', INTERNATIONAL JOURNAL OF COAL GEOLOGY, vol. 57, no. 2, 1 February 2004 (2004-02-01), pages 99 - 116, XP055144960, ISSN: 0166-5162, DOI: 10.1016/j.coal.2003.09.003";"C30B  11/00";"The present invention relates to an apparatus and method for purifying materials using a rapid directional solidification. Devices and methods shown provide control over a temperature gradient and cooling rate during directional solidification, which results in a material of higher purity. The apparatus and methods of the present invention can be used to make silicon material for use in solar applications such as solar cells.";"WO";2;2;"IB2014/001147";"0166-5162"
419500174;"F. DELACHAT ET AL: 'Thin film pc-Si by aluminium induced crystallization on metallic substrate', EPJ PHOTOVOLTAICS : AN OPEN ACCESS JOURNAL IN PHOTOVOLTAICS, vol. 4, 8 April 2013 (2013-04-08), Les Ulis, pages 45102 - 1, XP055107286, ISSN: 2105-0716, DOI: 10.1051/epjpv/2013016";"C30B   1/02";"L'invention concerne une électrode comportant une couche de nucléation pour la croissance épitaxiale, comportant successivement \n (a) une couche électro-conductrice présentant une rugosité de surface telle que le Rq (norme ISO 4287) est inférieur à 20 nm, de préférence inférieure à 10 nm, en particulier inférieure à 5 nm, ladite couche électro-conductrice étant de préférence supportée par un substrat, \n (b) une couche barrière d'un nitrure métallique électro-conducteur choisi parmi les nitrures de titane (TiN), de bore (BN), de tantale (TaN), d'aluminium (AlN), de tungstène (W 2 N), de molybdène (Mo 2 N), de niobium (NbN) et de chrome (CrN), présentant une épaisseur comprise entre 2 nm et 100 nm, de préférence entre 5 et 50 nm et en particulier entre 8 et 20 nm, et \n (d) une couche de silicium et/ou de germanium cristallin constituée d'un ou plusieurs monocristaux, jointifs ou non, tous orientés de sorte que leur plan cristallin (111) soit sensiblement parallèle à la surface de la couche barrière et présentant une épaisseur inférieure à 100 nm, de préférence comprise entre 10 et 80 nm, en particulier entre 15 et 50 nm.";"EP";2;3;"14174762";"2105-0716"
419500174;"F. DELACHAT ET AL: 'Thin film pc-Si by aluminium induced crystallization on metallic substrate', EPJ PHOTOVOLTAICS : AN OPEN ACCESS JOURNAL IN PHOTOVOLTAICS, vol. 4, 8 April 2013 (2013-04-08), Les Ulis, pages 45102 - 1, XP055107286, ISSN: 2105-0716, DOI: 10.1051/epjpv/2013016";"C30B  29/06";"L'invention concerne une électrode comportant une couche de nucléation pour la croissance épitaxiale, comportant successivement \n (a) une couche électro-conductrice présentant une rugosité de surface telle que le Rq (norme ISO 4287) est inférieur à 20 nm, de préférence inférieure à 10 nm, en particulier inférieure à 5 nm, ladite couche électro-conductrice étant de préférence supportée par un substrat, \n (b) une couche barrière d'un nitrure métallique électro-conducteur choisi parmi les nitrures de titane (TiN), de bore (BN), de tantale (TaN), d'aluminium (AlN), de tungstène (W 2 N), de molybdène (Mo 2 N), de niobium (NbN) et de chrome (CrN), présentant une épaisseur comprise entre 2 nm et 100 nm, de préférence entre 5 et 50 nm et en particulier entre 8 et 20 nm, et \n (d) une couche de silicium et/ou de germanium cristallin constituée d'un ou plusieurs monocristaux, jointifs ou non, tous orientés de sorte que leur plan cristallin (111) soit sensiblement parallèle à la surface de la couche barrière et présentant une épaisseur inférieure à 100 nm, de préférence comprise entre 10 et 80 nm, en particulier entre 15 et 50 nm.";"EP";2;3;"14174762";"2105-0716"
419500174;"NAST OLIVER ET AL: 'Influence of interface and Al structure on layer exchange during aluminum-induced crystallization of amorphous silicon', JOURNAL OF APPLIED PHYSICS, AMERICAN INSTITUTE OF PHYSICS, 2 HUNTINGTON QUADRANGLE, MELVILLE, NY 11747, vol. 88, no. 2, 15 July 2000 (2000-07-15), pages 716 - 724, XP012051196, ISSN: 0021-8979, DOI: 10.1063/1.373727";"C30B   1/02";"L'invention concerne une électrode comportant une couche de nucléation pour la croissance épitaxiale, comportant successivement \n (a) une couche électro-conductrice présentant une rugosité de surface telle que le Rq (norme ISO 4287) est inférieur à 20 nm, de préférence inférieure à 10 nm, en particulier inférieure à 5 nm, ladite couche électro-conductrice étant de préférence supportée par un substrat, \n (b) une couche barrière d'un nitrure métallique électro-conducteur choisi parmi les nitrures de titane (TiN), de bore (BN), de tantale (TaN), d'aluminium (AlN), de tungstène (W 2 N), de molybdène (Mo 2 N), de niobium (NbN) et de chrome (CrN), présentant une épaisseur comprise entre 2 nm et 100 nm, de préférence entre 5 et 50 nm et en particulier entre 8 et 20 nm, et \n (d) une couche de silicium et/ou de germanium cristallin constituée d'un ou plusieurs monocristaux, jointifs ou non, tous orientés de sorte que leur plan cristallin (111) soit sensiblement parallèle à la surface de la couche barrière et présentant une épaisseur inférieure à 100 nm, de préférence comprise entre 10 et 80 nm, en particulier entre 15 et 50 nm.";"EP";2;3;"14174762";"0021-8979"
419500174;"MINA JUNG ET AL: 'On the Controlling Mechanism of Preferential Orientation of Polycrystalline-Silicon Thin Films Grown by Aluminum-Induced Crystallization', APPLIED PHYSICS EXPRESS, THE JAPAN SOCIETY OF APPLIED PHYSICS, JP, vol. 3, no. 9, 3 September 2010 (2010-09-03), pages 95803 - 1, XP001558429, ISSN: 1882-0778, DOI: 10.1143/APEX.3.095803";"C30B   1/02";"L'invention concerne une électrode comportant une couche de nucléation pour la croissance épitaxiale, comportant successivement \n (a) une couche électro-conductrice présentant une rugosité de surface telle que le Rq (norme ISO 4287) est inférieur à 20 nm, de préférence inférieure à 10 nm, en particulier inférieure à 5 nm, ladite couche électro-conductrice étant de préférence supportée par un substrat, \n (b) une couche barrière d'un nitrure métallique électro-conducteur choisi parmi les nitrures de titane (TiN), de bore (BN), de tantale (TaN), d'aluminium (AlN), de tungstène (W 2 N), de molybdène (Mo 2 N), de niobium (NbN) et de chrome (CrN), présentant une épaisseur comprise entre 2 nm et 100 nm, de préférence entre 5 et 50 nm et en particulier entre 8 et 20 nm, et \n (d) une couche de silicium et/ou de germanium cristallin constituée d'un ou plusieurs monocristaux, jointifs ou non, tous orientés de sorte que leur plan cristallin (111) soit sensiblement parallèle à la surface de la couche barrière et présentant une épaisseur inférieure à 100 nm, de préférence comprise entre 10 et 80 nm, en particulier entre 15 et 50 nm.";"EP";2;3;"14174762";"1882-0778"
419500174;"MINA JUNG ET AL: 'On the Controlling Mechanism of Preferential Orientation of Polycrystalline-Silicon Thin Films Grown by Aluminum-Induced Crystallization', APPLIED PHYSICS EXPRESS, THE JAPAN SOCIETY OF APPLIED PHYSICS, JP, vol. 3, no. 9, 3 September 2010 (2010-09-03), pages 95803 - 1, XP001558429, ISSN: 1882-0778, DOI: 10.1143/APEX.3.095803";"C30B  29/06";"L'invention concerne une électrode comportant une couche de nucléation pour la croissance épitaxiale, comportant successivement \n (a) une couche électro-conductrice présentant une rugosité de surface telle que le Rq (norme ISO 4287) est inférieur à 20 nm, de préférence inférieure à 10 nm, en particulier inférieure à 5 nm, ladite couche électro-conductrice étant de préférence supportée par un substrat, \n (b) une couche barrière d'un nitrure métallique électro-conducteur choisi parmi les nitrures de titane (TiN), de bore (BN), de tantale (TaN), d'aluminium (AlN), de tungstène (W 2 N), de molybdène (Mo 2 N), de niobium (NbN) et de chrome (CrN), présentant une épaisseur comprise entre 2 nm et 100 nm, de préférence entre 5 et 50 nm et en particulier entre 8 et 20 nm, et \n (d) une couche de silicium et/ou de germanium cristallin constituée d'un ou plusieurs monocristaux, jointifs ou non, tous orientés de sorte que leur plan cristallin (111) soit sensiblement parallèle à la surface de la couche barrière et présentant une épaisseur inférieure à 100 nm, de préférence comprise entre 10 et 80 nm, en particulier entre 15 et 50 nm.";"EP";2;3;"14174762";"1882-0778"
419500174;"NAST OLIVER ET AL: 'Influence of interface and Al structure on layer exchange during aluminum-induced crystallization of amorphous silicon', JOURNAL OF APPLIED PHYSICS, AMERICAN INSTITUTE OF PHYSICS, 2 HUNTINGTON QUADRANGLE, MELVILLE, NY 11747, vol. 88, no. 2, 15 July 2000 (2000-07-15), pages 716 - 724, XP012051196, ISSN: 0021-8979, DOI: 10.1063/1.373727";"C30B  29/06";"L'invention concerne une électrode comportant une couche de nucléation pour la croissance épitaxiale, comportant successivement \n (a) une couche électro-conductrice présentant une rugosité de surface telle que le Rq (norme ISO 4287) est inférieur à 20 nm, de préférence inférieure à 10 nm, en particulier inférieure à 5 nm, ladite couche électro-conductrice étant de préférence supportée par un substrat, \n (b) une couche barrière d'un nitrure métallique électro-conducteur choisi parmi les nitrures de titane (TiN), de bore (BN), de tantale (TaN), d'aluminium (AlN), de tungstène (W 2 N), de molybdène (Mo 2 N), de niobium (NbN) et de chrome (CrN), présentant une épaisseur comprise entre 2 nm et 100 nm, de préférence entre 5 et 50 nm et en particulier entre 8 et 20 nm, et \n (d) une couche de silicium et/ou de germanium cristallin constituée d'un ou plusieurs monocristaux, jointifs ou non, tous orientés de sorte que leur plan cristallin (111) soit sensiblement parallèle à la surface de la couche barrière et présentant une épaisseur inférieure à 100 nm, de préférence comprise entre 10 et 80 nm, en particulier entre 15 et 50 nm.";"EP";2;3;"14174762";"0021-8979"
419530198;"GUBBIOTTI G ET AL: 'Interlayer exchange coupling in asymmetric Fe(110)/Cu/Fe(110) thin films studied by Brillouin light scattering', SURFACE SCIENCE ELSEVIER NETHERLANDS, vol. 482-485, 20 June 2001 (2001-06-20), pages 970 - 975, XP002486826, ISSN: 0039-6028";"C30B  23/02";"A magnetic material structure comprising a substrate; at least one (110) textured bcc-d layer which is magnetic, forming a uniaxial symmetry broken structure, and having a magnetocrystaline anisotropy energy density constant K 1 > 0 or K 1 < 0; at least one layer providing a (111) textured hexagonal atomic template disposed between said substrate and said bcc-layer; wherein the hexagonal atomic template is formed from a fcc-d or hcp crystalline material and is close packed.";"EP";1;1;"14175160";"0039-6028"
419530198;"GUBBIOTTI G ET AL: 'Interlayer exchange coupling in asymmetric Fe(110)/Cu/Fe(110) thin films studied by Brillouin light scattering', SURFACE SCIENCE ELSEVIER NETHERLANDS, vol. 482-485, 20 June 2001 (2001-06-20), pages 970 - 975, XP002486826, ISSN: 0039-6028";"C30B  29/52";"A magnetic material structure comprising a substrate; at least one (110) textured bcc-d layer which is magnetic, forming a uniaxial symmetry broken structure, and having a magnetocrystaline anisotropy energy density constant K 1 > 0 or K 1 < 0; at least one layer providing a (111) textured hexagonal atomic template disposed between said substrate and said bcc-layer; wherein the hexagonal atomic template is formed from a fcc-d or hcp crystalline material and is close packed.";"EP";1;1;"14175160";"0039-6028"
419619532;"DMITRIEV ET AL: 'Silicon carbide and SiC-AIN solid-solution p-n structures grown by liquid-phase epitaxy', PHYSICA B. CONDENSED MATTER, AMSTERDAM, NL, vol. 185, no. 1-4, 1 April 1993 (1993-04-01), pages 440 - 452, XP024467855, ISSN: 0921-4526, [retrieved on 19930401], DOI: 10.1016/0921-4526(93)90276-C";"C30B  19/06";"Provided is a method for producing an n-type SiC single crystal, whereby it is possible to grow an n-type SiC single crystal having a low resistivity at a high speed. A method for producing an n-type SiC single crystal by bringing a SiC seed crystal substrate into contact with a Si-C solution having such a temperature gradient that the temperature gradually decreases from the inside toward the surface, thereby achieving the crystal growth of the n-type SiC single crystal. The method involves adding a nitride to a raw material for forming the Si-C solution or to the Si-C solution.";"EP";1;1;"13866596";"0921-4526"
419619532;"DMITRIEV ET AL: 'Silicon carbide and SiC-AIN solid-solution p-n structures grown by liquid-phase epitaxy', PHYSICA B. CONDENSED MATTER, AMSTERDAM, NL, vol. 185, no. 1-4, 1 April 1993 (1993-04-01), pages 440 - 452, XP024467855, ISSN: 0921-4526, [retrieved on 19930401], DOI: 10.1016/0921-4526(93)90276-C";"C30B  17/00";"Provided is a method for producing an n-type SiC single crystal, whereby it is possible to grow an n-type SiC single crystal having a low resistivity at a high speed. A method for producing an n-type SiC single crystal by bringing a SiC seed crystal substrate into contact with a Si-C solution having such a temperature gradient that the temperature gradually decreases from the inside toward the surface, thereby achieving the crystal growth of the n-type SiC single crystal. The method involves adding a nitride to a raw material for forming the Si-C solution or to the Si-C solution.";"EP";1;1;"13866596";"0921-4526"
419619532;"DMITRIEV ET AL: 'Silicon carbide and SiC-AIN solid-solution p-n structures grown by liquid-phase epitaxy', PHYSICA B. CONDENSED MATTER, AMSTERDAM, NL, vol. 185, no. 1-4, 1 April 1993 (1993-04-01), pages 440 - 452, XP024467855, ISSN: 0921-4526, [retrieved on 19930401], DOI: 10.1016/0921-4526(93)90276-C";"C30B  29/36";"Provided is a method for producing an n-type SiC single crystal, whereby it is possible to grow an n-type SiC single crystal having a low resistivity at a high speed. A method for producing an n-type SiC single crystal by bringing a SiC seed crystal substrate into contact with a Si-C solution having such a temperature gradient that the temperature gradually decreases from the inside toward the surface, thereby achieving the crystal growth of the n-type SiC single crystal. The method involves adding a nitride to a raw material for forming the Si-C solution or to the Si-C solution.";"EP";1;1;"13866596";"0921-4526"
