appln_id;npl_biblio;ipc_class_symbol;appln_abstract;appln_auth;appln_nr_original;npl_issn
481951678;"CHRISTOPHER WITTE ET AL: 'Live-cell MRI with Xenon Hyper-CEST Biosensors Targeted to Metabolically Labeled Cell-Surface Glycans', ANGEWANDTE CHEMIE INTERNATIONAL EDITION, vol. 54, no. 9, 23 February 2015 (2015-02-23), DE, pages 2806 - 2810, XP055322756, ISSN: 1433-7851, DOI: 10.1002/anie.201410573";"B82Y   5/00";"The present invention relates to a precursor of a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes comprising a host for an active nucleus, an NMR-modulating moiety and an interacting moiety, wherein said NMR- modulating moiety changes the resonance frequency or the chemical exchange saturation transfer (CEST) signal of the active nucleus-host complex, and wherein said interacting moiety specifically responds to an environmental parameter, to an analyte or to a target molecule that binds the analyte or said interacting moiety specifically binds to a target molecule in an analyte-dependent manner. The present invention further relates to a molecular sensor comprising an active nucleus and said precursor. The present invention further relates to a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes inside a cell, wherein moiety/ies of the sensor are expressed in said cells and then assembled inside said cell. The present invention further relates to uses of the molecular sensors as well as to an in vitro method for determining metal concentration and/or measuring metal concentration changes and a method for diagnosing and/or monitoring treatment of diseases causing changes in metal concentrations.";"WO";"EP2017/069213";"1433-7851"
481951678;"ZHEN LUO ET AL: 'Click Chemistry Approach for Imaging Intracellular and Intratissue Distribution of Curcumin and Its Nanoscale Carrier', BIOCONJUGATE CHEMISTRY., vol. 25, no. 1, 15 January 2014 (2014-01-15), US, pages 32 - 42, XP055323431, ISSN: 1043-1802, DOI: 10.1021/bc4002008";"B82Y   5/00";"The present invention relates to a precursor of a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes comprising a host for an active nucleus, an NMR-modulating moiety and an interacting moiety, wherein said NMR- modulating moiety changes the resonance frequency or the chemical exchange saturation transfer (CEST) signal of the active nucleus-host complex, and wherein said interacting moiety specifically responds to an environmental parameter, to an analyte or to a target molecule that binds the analyte or said interacting moiety specifically binds to a target molecule in an analyte-dependent manner. The present invention further relates to a molecular sensor comprising an active nucleus and said precursor. The present invention further relates to a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes inside a cell, wherein moiety/ies of the sensor are expressed in said cells and then assembled inside said cell. The present invention further relates to uses of the molecular sensors as well as to an in vitro method for determining metal concentration and/or measuring metal concentration changes and a method for diagnosing and/or monitoring treatment of diseases causing changes in metal concentrations.";"WO";"EP2017/069213";"1043-1802"
481951678;"JING LI ET AL: 'Calcineurin regulatory subunit B is a unique calcium sensor that regulates calcineurin in both calcium-dependent and calcium-independent manner', PROTEINS: STRUCTURE, FUNCTION, AND BIOINFORMATICS, vol. 77, no. 3, 15 November 2009 (2009-11-15), US, pages 612 - 623, XP055417164, ISSN: 0887-3585, DOI: 10.1002/prot.22474";"B82Y   5/00";"The present invention relates to a precursor of a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes comprising a host for an active nucleus, an NMR-modulating moiety and an interacting moiety, wherein said NMR- modulating moiety changes the resonance frequency or the chemical exchange saturation transfer (CEST) signal of the active nucleus-host complex, and wherein said interacting moiety specifically responds to an environmental parameter, to an analyte or to a target molecule that binds the analyte or said interacting moiety specifically binds to a target molecule in an analyte-dependent manner. The present invention further relates to a molecular sensor comprising an active nucleus and said precursor. The present invention further relates to a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes inside a cell, wherein moiety/ies of the sensor are expressed in said cells and then assembled inside said cell. The present invention further relates to uses of the molecular sensors as well as to an in vitro method for determining metal concentration and/or measuring metal concentration changes and a method for diagnosing and/or monitoring treatment of diseases causing changes in metal concentrations.";"WO";"EP2017/069213";"0887-3585"
481951678;"S. WONG ET AL: 'Simultaneous assembly of two target proteins using split inteins for live cell imaging', PROTEIN ENGINEERING, DESIGN AND SELECTION, vol. 26, no. 3, 4 December 2012 (2012-12-04), GB, pages 207 - 213, XP055417115, ISSN: 1741-0126, DOI: 10.1093/protein/gzs100";"B82Y   5/00";"The present invention relates to a precursor of a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes comprising a host for an active nucleus, an NMR-modulating moiety and an interacting moiety, wherein said NMR- modulating moiety changes the resonance frequency or the chemical exchange saturation transfer (CEST) signal of the active nucleus-host complex, and wherein said interacting moiety specifically responds to an environmental parameter, to an analyte or to a target molecule that binds the analyte or said interacting moiety specifically binds to a target molecule in an analyte-dependent manner. The present invention further relates to a molecular sensor comprising an active nucleus and said precursor. The present invention further relates to a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes inside a cell, wherein moiety/ies of the sensor are expressed in said cells and then assembled inside said cell. The present invention further relates to uses of the molecular sensors as well as to an in vitro method for determining metal concentration and/or measuring metal concentration changes and a method for diagnosing and/or monitoring treatment of diseases causing changes in metal concentrations.";"WO";"EP2017/069213";"1741-0126"
481951678;"LOWERY TJ; RUBIN SM; RUIZ EJ; PINES A; WEMMER DE: 'Design of a conformation-sensitive xenon-binding cavity in the ribose-binding protein', ANGEW CHEM INT ED ENGL., vol. 43, no. 46, 2004, pages 6320 - 2, XP055323125, DOI: doi:10.1002/anie.200460629";"B82Y   5/00";"The present invention relates to a precursor of a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes comprising a host for an active nucleus, an NMR-modulating moiety and an interacting moiety, wherein said NMR- modulating moiety changes the resonance frequency or the chemical exchange saturation transfer (CEST) signal of the active nucleus-host complex, and wherein said interacting moiety specifically responds to an environmental parameter, to an analyte or to a target molecule that binds the analyte or said interacting moiety specifically binds to a target molecule in an analyte-dependent manner. The present invention further relates to a molecular sensor comprising an active nucleus and said precursor. The present invention further relates to a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes inside a cell, wherein moiety/ies of the sensor are expressed in said cells and then assembled inside said cell. The present invention further relates to uses of the molecular sensors as well as to an in vitro method for determining metal concentration and/or measuring metal concentration changes and a method for diagnosing and/or monitoring treatment of diseases causing changes in metal concentrations.";"WO";"EP2017/069213";"1433-7851"
481951678;"T. ATANASIJEVIC ET AL: 'Calcium-sensitive MRI contrast agents based on superparamagnetic iron oxide nanoparticles and calmodulin', PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES, vol. 103, no. 40, 3 October 2006 (2006-10-03), pages 14707 - 14712, XP055005337, ISSN: 0027-8424, DOI: 10.1073/pnas.0606749103";"B82Y   5/00";"The present invention relates to a precursor of a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes comprising a host for an active nucleus, an NMR-modulating moiety and an interacting moiety, wherein said NMR- modulating moiety changes the resonance frequency or the chemical exchange saturation transfer (CEST) signal of the active nucleus-host complex, and wherein said interacting moiety specifically responds to an environmental parameter, to an analyte or to a target molecule that binds the analyte or said interacting moiety specifically binds to a target molecule in an analyte-dependent manner. The present invention further relates to a molecular sensor comprising an active nucleus and said precursor. The present invention further relates to a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes inside a cell, wherein moiety/ies of the sensor are expressed in said cells and then assembled inside said cell. The present invention further relates to uses of the molecular sensors as well as to an in vitro method for determining metal concentration and/or measuring metal concentration changes and a method for diagnosing and/or monitoring treatment of diseases causing changes in metal concentrations.";"WO";"EP2017/069213";"0027-8424"
481951678;"TODD K. STEVENS ET AL: 'HyperCEST detection of a 129 Xe-based contrast agent composed of cryptophane-A molecular cages on a bacteriophage scaffold', MAGNETIC RESONANCE IN MEDICINE., vol. 69, no. 5, 12 May 2013 (2013-05-12), US, pages 1245 - 1252, XP055322762, ISSN: 0740-3194, DOI: 10.1002/mrm.24371";"B82Y   5/00";"The present invention relates to a precursor of a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes comprising a host for an active nucleus, an NMR-modulating moiety and an interacting moiety, wherein said NMR- modulating moiety changes the resonance frequency or the chemical exchange saturation transfer (CEST) signal of the active nucleus-host complex, and wherein said interacting moiety specifically responds to an environmental parameter, to an analyte or to a target molecule that binds the analyte or said interacting moiety specifically binds to a target molecule in an analyte-dependent manner. The present invention further relates to a molecular sensor comprising an active nucleus and said precursor. The present invention further relates to a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes inside a cell, wherein moiety/ies of the sensor are expressed in said cells and then assembled inside said cell. The present invention further relates to uses of the molecular sensors as well as to an in vitro method for determining metal concentration and/or measuring metal concentration changes and a method for diagnosing and/or monitoring treatment of diseases causing changes in metal concentrations.";"WO";"EP2017/069213";"0740-3194"
481951678;"SCHR\DER L ET AL: 'Molecular imaging using a targeted magnetic resonance hyperpolarized biosensor', SCIENCE, AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE, vol. 314, 20 October 2006 (2006-10-20), pages 446 - 449, XP002476683, ISSN: 0036-8075, DOI: 10.1126/SCIENCE.1131847";"B82Y   5/00";"The present invention relates to a precursor of a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes comprising a host for an active nucleus, an NMR-modulating moiety and an interacting moiety, wherein said NMR- modulating moiety changes the resonance frequency or the chemical exchange saturation transfer (CEST) signal of the active nucleus-host complex, and wherein said interacting moiety specifically responds to an environmental parameter, to an analyte or to a target molecule that binds the analyte or said interacting moiety specifically binds to a target molecule in an analyte-dependent manner. The present invention further relates to a molecular sensor comprising an active nucleus and said precursor. The present invention further relates to a molecular sensor for determining analyte concentrations and/or measuring analyte concentration changes inside a cell, wherein moiety/ies of the sensor are expressed in said cells and then assembled inside said cell. The present invention further relates to uses of the molecular sensors as well as to an in vitro method for determining metal concentration and/or measuring metal concentration changes and a method for diagnosing and/or monitoring treatment of diseases causing changes in metal concentrations.";"WO";"EP2017/069213";"0036-8075"
481973136;"MORI H., ET AL.: 'SYNTHESIS AND SURFACE CHARACTERIZATION OF HYDROPHILIC-HYDROPHOBIC BLOCK COPOLYMERS CONTAINING POLY(2,3-DIHYDROXYPROPYL METHACRYLATE).', MACROMOLECULES, AMERICAN CHEMICAL SOCIETY, WASHINGTON, DC, UNITED STATES, vol. 27., no. 15., 18 July 1994 (1994-07-18), WASHINGTON, DC, UNITED STATES, pages 4093 - 4100., XP000456650, ISSN: 0024-9297, DOI: 10.1021/ma00093a010";"B82Y  40/00";"Provided is a method of manufacturing a patterned substrate. The method may be applied to a process of manufacturing a device such as an electronic device or integrated circuit, or another use, for example, to manufacture an integrated optical system, a guidance and detection pattern of a magnetic domain memory, a flat panel display, a LCD, a thin film magnetic head or an organic light emitting diode, and used to construct a pattern on a surface to be used to manufacture a discrete tract medium such as an integrated circuit, a bit-patterned medium and/or a magnetic storage device such as a hard drive.";"US";"15515432";"0024-9297"
481973136;"KAGO, K. ; MATSUOKA, H. ; ENDO, H. ; ECKELT, J. ; YAMAOKA, H.: 'X-ray reflectivity study of polymer assembly at air-water interface', SUPRAMOLECULAR SCIENCE, BUTTERWORTH-HEINEMANN, OXFORD, GB, vol. 5, no. 3-4, 1 July 1998 (1998-07-01), GB, pages 349 - 355, XP027388373, ISSN: 0968-5677";"B82Y  40/00";"Provided is a method of manufacturing a patterned substrate. The method may be applied to a process of manufacturing a device such as an electronic device or integrated circuit, or another use, for example, to manufacture an integrated optical system, a guidance and detection pattern of a magnetic domain memory, a flat panel display, a LCD, a thin film magnetic head or an organic light emitting diode, and used to construct a pattern on a surface to be used to manufacture a discrete tract medium such as an integrated circuit, a bit-patterned medium and/or a magnetic storage device such as a hard drive.";"US";"15515432";"0968-5677"
481973136;"HAENG-DEOG KOH, YOUN JUNG PARK, SEONG-JUN JEONG, YOUNG-NAM KWON, IN TAEK HAN, MI-JEONG KIM: 'Location-controlled parallel and vertical orientation by dewetting-induced block copolymer directed self-assembly', JOURNAL OF MATERIALS CHEMISTRY C, ROYAL SOCIETY OF CHEMISTRY, UK, vol. 1, no. 25, 1 January 2013 (2013-01-01), UK, pages 4020, XP055469744, ISSN: 2050-7526, DOI: 10.1039/c3tc30278d";"B82Y  40/00";"Provided is a method of manufacturing a patterned substrate. The method may be applied to a process of manufacturing a device such as an electronic device or integrated circuit, or another use, for example, to manufacture an integrated optical system, a guidance and detection pattern of a magnetic domain memory, a flat panel display, a LCD, a thin film magnetic head or an organic light emitting diode, and used to construct a pattern on a surface to be used to manufacture a discrete tract medium such as an integrated circuit, a bit-patterned medium and/or a magnetic storage device such as a hard drive.";"US";"15515432";"2050-7526"
481973136;"DARRIN J. POCHAN, SAMUEL P. GIDO, JIAN ZHOU, JIMMY W. MAYS, MARK WHITMORE, ANTHONY J. RYAN: 'Morphologies of microphase-separated conformationally asymmetric diblock copolymers', JOURNAL OF POLYMER SCIENCE PART B: POLYMER PHYSICS, JOHN WILEY & SONS, INC, US, vol. 35, no. 16, 30 November 1997 (1997-11-30), US, pages 2629 - 2643, XP055417266, ISSN: 0887-6266, DOI: 10.1002/(SICI)1099-0488(19971130)35:16<2629::AID-POLB6>3.0.CO;2-K";"B82Y  40/00";"Provided is a method of manufacturing a patterned substrate. The method may be applied to a process of manufacturing a device such as an electronic device or integrated circuit, or another use, for example, to manufacture an integrated optical system, a guidance and detection pattern of a magnetic domain memory, a flat panel display, a LCD, a thin film magnetic head or an organic light emitting diode, and used to construct a pattern on a surface to be used to manufacture a discrete tract medium such as an integrated circuit, a bit-patterned medium and/or a magnetic storage device such as a hard drive.";"US";"15515432";"0887-6266"
481973136;"MAHAJAN S, ET AL: 'Synthesis and Characterization of Amphiphilic Poly(ethylene oxide)-block-poly(hexyl methacrylate Copolymers.', MACROMOLECULAR CHEMISTRY AND PHYSICS., WILEY-VCH VERLAG, WEINHEIM., DE, vol. 204, 1 January 2003 (2003-01-01), DE, pages 1047 - 1055, XP003030406, ISSN: 1022-1352, DOI: 10.1002/macp.200390084";"B82Y  40/00";"Provided is a method of manufacturing a patterned substrate. The method may be applied to a process of manufacturing a device such as an electronic device or integrated circuit, or another use, for example, to manufacture an integrated optical system, a guidance and detection pattern of a magnetic domain memory, a flat panel display, a LCD, a thin film magnetic head or an organic light emitting diode, and used to construct a pattern on a surface to be used to manufacture a discrete tract medium such as an integrated circuit, a bit-patterned medium and/or a magnetic storage device such as a hard drive.";"US";"15515432";"1022-1352"
481973136;"LUTZ FUNK, MARTIN BREHMER, RUDOLF ZENTEL, HUIMAN KANG, KOOKHEON CHAR: 'Novel Amphiphilic Styrene-Based Block Copolymers for Induced Surface Reconstruction', MACROMOLECULAR CHEMISTRY AND PHYSICS., WILEY-VCH VERLAG, WEINHEIM., DE, vol. 209, no. 1, 4 January 2008 (2008-01-04), DE, pages 52 - 63, XP055382259, ISSN: 1022-1352, DOI: 10.1002/macp.200700312";"B82Y  40/00";"Provided is a method of manufacturing a patterned substrate. The method may be applied to a process of manufacturing a device such as an electronic device or integrated circuit, or another use, for example, to manufacture an integrated optical system, a guidance and detection pattern of a magnetic domain memory, a flat panel display, a LCD, a thin film magnetic head or an organic light emitting diode, and used to construct a pattern on a surface to be used to manufacture a discrete tract medium such as an integrated circuit, a bit-patterned medium and/or a magnetic storage device such as a hard drive.";"US";"15515432";"1022-1352"
481973136;"CIAN CUMMINS, PARVANEH MOKARIAN-TABARI, PASCAL ANDREAZZA, CHRISTOPHE SINTUREL, MICHAEL A. MORRIS: '-lactide) Block Copolymer Thin Films for Directed Self-Assembly Application', ACS APPLIED MATERIALS & INTERFACES, ACS AMERICAN CHEMICAL SOCIETY, US, vol. 8, no. 12, 30 March 2016 (2016-03-30), US, pages 8295 - 8304, XP055419698, ISSN: 1944-8244, DOI: 10.1021/acsami.6b00765";"B82Y  40/00";"Provided is a method of manufacturing a patterned substrate. The method may be applied to a process of manufacturing a device such as an electronic device or integrated circuit, or another use, for example, to manufacture an integrated optical system, a guidance and detection pattern of a magnetic domain memory, a flat panel display, a LCD, a thin film magnetic head or an organic light emitting diode, and used to construct a pattern on a surface to be used to manufacture a discrete tract medium such as an integrated circuit, a bit-patterned medium and/or a magnetic storage device such as a hard drive.";"US";"15515432";"1944-8244"
481973136;"MARIANA BEIJA, ALEKSANDER FEDOROV, MARIE-THÉRÈSE CHARREYRE, JOSÉ M. G. MARTINHO: 'Fluorescence Anisotropy of Hydrophobic Probes in Poly( N -decylacrylamide)- block -poly( N,N -diethylacrylamide) Block Copolymer Aqueous Solutions: Evidence of Premicellar Aggregates', JOURNAL OF PHYSICAL CHEMISTRY PART B, AMERICAN CHEMICAL SOCIETY, US, vol. 114, no. 31, 12 August 2010 (2010-08-12), US, pages 9977 - 9986, XP055394763, ISSN: 1520-6106, DOI: 10.1021/jp101613y";"B82Y  40/00";"Provided is a method of manufacturing a patterned substrate. The method may be applied to a process of manufacturing a device such as an electronic device or integrated circuit, or another use, for example, to manufacture an integrated optical system, a guidance and detection pattern of a magnetic domain memory, a flat panel display, a LCD, a thin film magnetic head or an organic light emitting diode, and used to construct a pattern on a surface to be used to manufacture a discrete tract medium such as an integrated circuit, a bit-patterned medium and/or a magnetic storage device such as a hard drive.";"US";"15515432";"1520-6106"
481973136;"SEGALMAN R A, YOKOYAMA H, KRAMER E J: 'GRAPHOEPITAXY OF SPHERICAL DOMAIN BLOCK COPOLYMER FILMS', ADVANCED MATERIALS, WILEY-VCH GERMANY, DE, vol. 13, no. 15, 3 August 2001 (2001-08-03), DE, pages 1152 - 1155, XP001129643, ISSN: 0935-9648, DOI: 10.1002/1521-4095(200108)13:15<1152::AID-ADMA1152>3.0.CO;2-5";"B82Y  40/00";"Provided is a method of manufacturing a patterned substrate. The method may be applied to a process of manufacturing a device such as an electronic device or integrated circuit, or another use, for example, to manufacture an integrated optical system, a guidance and detection pattern of a magnetic domain memory, a flat panel display, a LCD, a thin film magnetic head or an organic light emitting diode, and used to construct a pattern on a surface to be used to manufacture a discrete tract medium such as an integrated circuit, a bit-patterned medium and/or a magnetic storage device such as a hard drive.";"US";"15515432";"0935-9648"
482021520;"TATSUYA OHYANAGI ET AL: 'Importance of Sialic Acid Residues Illuminated by Live Animal Imaging Using Phosphorylcholine Self-Assembled Monolayer-Coated Quantum Dots', JOURNAL OF THE AMERICAN CHEMICAL SOCIETY, vol. 133, no. 32, 17 August 2011 (2011-08-17), pages 12507 - 12517, XP055047014, ISSN: 0002-7863, DOI: 10.1021/ja111201c";"B82Y  30/00";"The present invention pertains to a complex including nanoparticles and, carried on the surface of the nanoparticles, a lysosomal enzyme inhibitor or kinase inhibitor shown by general formula (A) and a phospholipid mimetic substance shown by general formula (B). In general formula (A), n1 is an integer of 2-30, n2 is an integer of 2-30, the -S-terminal is a nanoparticle-carrying site, and R10 is a suicide substrate site or a kinase inhibition site. In general formula (B), n3 is an integer in the range of 2-30, and the -S- terminal is a nanoparticle-carrying site. The present invention provides a versatile system capable of efficiently delivering a drug to endolysosomes and allowing the drug to function at a low concentration on lysosomal enzymes, and an anticancer agent in which this system is used.";"EP";"17744471";"0002-7863"
482021520;"HIROSHI HINOU ET AL: 'Characterization of Vibrio cholerae Neuraminidase by a Novel Mechanism-Based Fluorescent Labeling Reagent', BIOCHEMISTRY, vol. 44, no. 35, 1 September 2005 (2005-09-01), pages 11669 - 11675, XP055617602, ISSN: 0006-2960, DOI: 10.1021/bi0509954";"B82Y  30/00";"The present invention pertains to a complex including nanoparticles and, carried on the surface of the nanoparticles, a lysosomal enzyme inhibitor or kinase inhibitor shown by general formula (A) and a phospholipid mimetic substance shown by general formula (B). In general formula (A), n1 is an integer of 2-30, n2 is an integer of 2-30, the -S-terminal is a nanoparticle-carrying site, and R10 is a suicide substrate site or a kinase inhibition site. In general formula (B), n3 is an integer in the range of 2-30, and the -S- terminal is a nanoparticle-carrying site. The present invention provides a versatile system capable of efficiently delivering a drug to endolysosomes and allowing the drug to function at a low concentration on lysosomal enzymes, and an anticancer agent in which this system is used.";"EP";"17744471";"0006-2960"
482021520;"HIROSHI HINOU ET AL: 'Characterization of Vibrio cholerae Neuraminidase by a Novel Mechanism-Based Fluorescent Labeling Reagent', BIOCHEMISTRY, vol. 44, no. 35, 1 September 2005 (2005-09-01), pages 11669 - 11675, XP055617602, ISSN: 0006-2960, DOI: 10.1021/bi0509954";"B82Y   5/00";"The present invention pertains to a complex including nanoparticles and, carried on the surface of the nanoparticles, a lysosomal enzyme inhibitor or kinase inhibitor shown by general formula (A) and a phospholipid mimetic substance shown by general formula (B). In general formula (A), n1 is an integer of 2-30, n2 is an integer of 2-30, the -S-terminal is a nanoparticle-carrying site, and R10 is a suicide substrate site or a kinase inhibition site. In general formula (B), n3 is an integer in the range of 2-30, and the -S- terminal is a nanoparticle-carrying site. The present invention provides a versatile system capable of efficiently delivering a drug to endolysosomes and allowing the drug to function at a low concentration on lysosomal enzymes, and an anticancer agent in which this system is used.";"EP";"17744471";"0006-2960"
482021520;"TATSUYA OHYANAGI ET AL: 'Importance of Sialic Acid Residues Illuminated by Live Animal Imaging Using Phosphorylcholine Self-Assembled Monolayer-Coated Quantum Dots', JOURNAL OF THE AMERICAN CHEMICAL SOCIETY, vol. 133, no. 32, 17 August 2011 (2011-08-17), pages 12507 - 12517, XP055047014, ISSN: 0002-7863, DOI: 10.1021/ja111201c";"B82Y  20/00";"The present invention pertains to a complex including nanoparticles and, carried on the surface of the nanoparticles, a lysosomal enzyme inhibitor or kinase inhibitor shown by general formula (A) and a phospholipid mimetic substance shown by general formula (B). In general formula (A), n1 is an integer of 2-30, n2 is an integer of 2-30, the -S-terminal is a nanoparticle-carrying site, and R10 is a suicide substrate site or a kinase inhibition site. In general formula (B), n3 is an integer in the range of 2-30, and the -S- terminal is a nanoparticle-carrying site. The present invention provides a versatile system capable of efficiently delivering a drug to endolysosomes and allowing the drug to function at a low concentration on lysosomal enzymes, and an anticancer agent in which this system is used.";"EP";"17744471";"0002-7863"
482021520;"TATSUYA OHYANAGI ET AL: 'Importance of Sialic Acid Residues Illuminated by Live Animal Imaging Using Phosphorylcholine Self-Assembled Monolayer-Coated Quantum Dots', JOURNAL OF THE AMERICAN CHEMICAL SOCIETY, vol. 133, no. 32, 17 August 2011 (2011-08-17), pages 12507 - 12517, XP055047014, ISSN: 0002-7863, DOI: 10.1021/ja111201c";"B82Y  25/00";"The present invention pertains to a complex including nanoparticles and, carried on the surface of the nanoparticles, a lysosomal enzyme inhibitor or kinase inhibitor shown by general formula (A) and a phospholipid mimetic substance shown by general formula (B). In general formula (A), n1 is an integer of 2-30, n2 is an integer of 2-30, the -S-terminal is a nanoparticle-carrying site, and R10 is a suicide substrate site or a kinase inhibition site. In general formula (B), n3 is an integer in the range of 2-30, and the -S- terminal is a nanoparticle-carrying site. The present invention provides a versatile system capable of efficiently delivering a drug to endolysosomes and allowing the drug to function at a low concentration on lysosomal enzymes, and an anticancer agent in which this system is used.";"EP";"17744471";"0002-7863"
482021520;"TATSUYA OHYANAGI ET AL: 'Importance of Sialic Acid Residues Illuminated by Live Animal Imaging Using Phosphorylcholine Self-Assembled Monolayer-Coated Quantum Dots', JOURNAL OF THE AMERICAN CHEMICAL SOCIETY, vol. 133, no. 32, 17 August 2011 (2011-08-17), pages 12507 - 12517, XP055047014, ISSN: 0002-7863, DOI: 10.1021/ja111201c";"B82Y  40/00";"The present invention pertains to a complex including nanoparticles and, carried on the surface of the nanoparticles, a lysosomal enzyme inhibitor or kinase inhibitor shown by general formula (A) and a phospholipid mimetic substance shown by general formula (B). In general formula (A), n1 is an integer of 2-30, n2 is an integer of 2-30, the -S-terminal is a nanoparticle-carrying site, and R10 is a suicide substrate site or a kinase inhibition site. In general formula (B), n3 is an integer in the range of 2-30, and the -S- terminal is a nanoparticle-carrying site. The present invention provides a versatile system capable of efficiently delivering a drug to endolysosomes and allowing the drug to function at a low concentration on lysosomal enzymes, and an anticancer agent in which this system is used.";"EP";"17744471";"0002-7863"
482021520;"HIROSHI HINOU ET AL: 'Characterization of Vibrio cholerae Neuraminidase by a Novel Mechanism-Based Fluorescent Labeling Reagent', BIOCHEMISTRY, vol. 44, no. 35, 1 September 2005 (2005-09-01), pages 11669 - 11675, XP055617602, ISSN: 0006-2960, DOI: 10.1021/bi0509954";"B82Y  25/00";"The present invention pertains to a complex including nanoparticles and, carried on the surface of the nanoparticles, a lysosomal enzyme inhibitor or kinase inhibitor shown by general formula (A) and a phospholipid mimetic substance shown by general formula (B). In general formula (A), n1 is an integer of 2-30, n2 is an integer of 2-30, the -S-terminal is a nanoparticle-carrying site, and R10 is a suicide substrate site or a kinase inhibition site. In general formula (B), n3 is an integer in the range of 2-30, and the -S- terminal is a nanoparticle-carrying site. The present invention provides a versatile system capable of efficiently delivering a drug to endolysosomes and allowing the drug to function at a low concentration on lysosomal enzymes, and an anticancer agent in which this system is used.";"EP";"17744471";"0006-2960"
482021520;"HIROSHI HINOU ET AL: 'Characterization of Vibrio cholerae Neuraminidase by a Novel Mechanism-Based Fluorescent Labeling Reagent', BIOCHEMISTRY, vol. 44, no. 35, 1 September 2005 (2005-09-01), pages 11669 - 11675, XP055617602, ISSN: 0006-2960, DOI: 10.1021/bi0509954";"B82Y  20/00";"The present invention pertains to a complex including nanoparticles and, carried on the surface of the nanoparticles, a lysosomal enzyme inhibitor or kinase inhibitor shown by general formula (A) and a phospholipid mimetic substance shown by general formula (B). In general formula (A), n1 is an integer of 2-30, n2 is an integer of 2-30, the -S-terminal is a nanoparticle-carrying site, and R10 is a suicide substrate site or a kinase inhibition site. In general formula (B), n3 is an integer in the range of 2-30, and the -S- terminal is a nanoparticle-carrying site. The present invention provides a versatile system capable of efficiently delivering a drug to endolysosomes and allowing the drug to function at a low concentration on lysosomal enzymes, and an anticancer agent in which this system is used.";"EP";"17744471";"0006-2960"
482021520;"TATSUYA OHYANAGI ET AL: 'Importance of Sialic Acid Residues Illuminated by Live Animal Imaging Using Phosphorylcholine Self-Assembled Monolayer-Coated Quantum Dots', JOURNAL OF THE AMERICAN CHEMICAL SOCIETY, vol. 133, no. 32, 17 August 2011 (2011-08-17), pages 12507 - 12517, XP055047014, ISSN: 0002-7863, DOI: 10.1021/ja111201c";"B82Y   5/00";"The present invention pertains to a complex including nanoparticles and, carried on the surface of the nanoparticles, a lysosomal enzyme inhibitor or kinase inhibitor shown by general formula (A) and a phospholipid mimetic substance shown by general formula (B). In general formula (A), n1 is an integer of 2-30, n2 is an integer of 2-30, the -S-terminal is a nanoparticle-carrying site, and R10 is a suicide substrate site or a kinase inhibition site. In general formula (B), n3 is an integer in the range of 2-30, and the -S- terminal is a nanoparticle-carrying site. The present invention provides a versatile system capable of efficiently delivering a drug to endolysosomes and allowing the drug to function at a low concentration on lysosomal enzymes, and an anticancer agent in which this system is used.";"EP";"17744471";"0002-7863"
482021520;"HIROSHI HINOU ET AL: 'Characterization of Vibrio cholerae Neuraminidase by a Novel Mechanism-Based Fluorescent Labeling Reagent', BIOCHEMISTRY, vol. 44, no. 35, 1 September 2005 (2005-09-01), pages 11669 - 11675, XP055617602, ISSN: 0006-2960, DOI: 10.1021/bi0509954";"B82Y  40/00";"The present invention pertains to a complex including nanoparticles and, carried on the surface of the nanoparticles, a lysosomal enzyme inhibitor or kinase inhibitor shown by general formula (A) and a phospholipid mimetic substance shown by general formula (B). In general formula (A), n1 is an integer of 2-30, n2 is an integer of 2-30, the -S-terminal is a nanoparticle-carrying site, and R10 is a suicide substrate site or a kinase inhibition site. In general formula (B), n3 is an integer in the range of 2-30, and the -S- terminal is a nanoparticle-carrying site. The present invention provides a versatile system capable of efficiently delivering a drug to endolysosomes and allowing the drug to function at a low concentration on lysosomal enzymes, and an anticancer agent in which this system is used.";"EP";"17744471";"0006-2960"
